"","leadGram","gram","Record"
"32397","but not","this",2
"32418","in line","and",2
"32419","left the","store",2
"32421","next in","line",2
"32442","from the","people",2
"32445","of chief","chinamora",2
"32452","army of","chief",2
"32456","his mutupo","was",2
"32457","in chishawasha","there",2
"32467","when all","these",2
"32484","which he","bought",2
"32487","country of","masembura",2
"32490","killed many","people",2
"32492","many people","and",2
"32515","half a","mile",2
"32535","whose name","was",2
"32537","already set","up",2
"32552","a smart","move",2
"32559","phone with","me",2
"32564","was a","smart",2
"32571","in any","kind",2
"32585","can buy","these",2
"32607","time you","call",2
"32608","you call","the",2
"32610","first started","dating",2
"32615","we first","started",2
"32637","on is","a",2
"32641","shower curtain","that",2
"32653","its the","second",2
"32655","party and","they",2
"32663","a lot","has",2
"32667","game last","year",2
"32679","my rule","of",2
"32706","by their","own",2
"32732","down memory","lane",2
"32738","no harm","in",2
"32758","it clear","to",2
"32804","and away","from",2
"32808","got over","the",2
"32809","he got","over",2
"32810","he would","change",2
"32813","once he","got",2
"32817","would change","the",2
"32819","a caf","on",2
"32846","thursdays at","pm",2
"32857","three days","of",2
"32862","even on","days",2
"32872","going to","stumble",2
"32881","and nephew","were",2
"32889","their bikes","and",2
"32922","how to","bake",2
"32928","i love","baking",2
"32931","reasons i","love",2
"32937","give you","some",2
"32941","to the","course",2
"32949","of us","go",2
"32950","our own","ways",2
"32955","us go","through",2
"32956","and that","youre",2
"32962","that youre","not",2
"32965","you and","that",2
"32978","the hospital","they",2
"32983","although she","was",2
"32985","didnt really","work",2
"32991","she didnt","really",2
"33025","seen the","first",2
"33029","was getting","married",2
"33031","and told","the",2
"33032","clswearjar we","were",2
"33037","up and","told",2
"33070","they hadnt","been",2
"33071","they knew","i",2
"33073","was going","but",2
"33086","the charts","in",2
"33099","of the","mother",2
"33145","was pleased","to",2
"33188","and this","they",2
"33206","loans for","m",2
"33231","course the","very",2
"33252","that was","mirrored",2
"33261","conclusion that","i",2
"33274","break this","week",2
"33275","does it","feel",2
"33276","feel good","to",2
"33277","good to","sleep",2
"33279","it feel","good",2
"33286","a writer","when",2
"33311","of my","characters",2
"33322","says are","you",2
"33333","my body","down",2
"33351","dinner and","she",2
"33352","eating dinner","and",2
"33354","is there","too",2
"33356","my other","friend",2
"33377","i ever","got",2
"33384","would leave","me",2
"33385","at the","way",2
"33392","still in","awe",2
"33393","the way","shes",2
"33398","can imagine","i",2
"33412","an ice","cold",2
"33420","join him","in",2
"33445","but it","worked",2
"33449","on these","things",2
"33452","them but","it",2
"33453","these things","when",2
"33454","they make","them",2
"33471","couple of","questions",2
"33484","as a","starting",2
"33491","story as","a",2
"33500","is however","a",2
"33509","there is","however",2
"33515","have broken","out",2
"33569","tuesday morning","i",2
"33571","at just","one",2
"33585","up on","ebay",2
"33587","by me","in",2
"33622","need something","like",2
"33623","read an","ebook",2
"33625","to read","an",2
"33646","cant give","it",2
"33649","give away","your",2
"33652","it away","for",2
"33653","it unless","you",2
"33657","you cant","give",2
"33659","a charity","shop",2
"33669","to a","charity",2
"33681","month after","the",2
"33685","the claim","was",2
"33686","the ship","had",2
"33690","be happier","with",2
"33699","to accept","my",2
"33700","to be","happier",2
"33712","it in","me",2
"33716","pretend i","have",2
"33718","to pretend","i",2
"33744","of my","grandmother",2
"33763","many edl","members",2
"33771","tea party","movement",2
"33772","that much","in",2
"33780","of the","tea",2
"33789","in my","second",2
"33802","i did","however",2
"33804","my th","birthday",2
"33807","convince myself","that",2
"33816","this song","on",2
"33817","to this","song",2
"33845","with a","tour",2
"33850","if you","scroll",2
"33854","then if","you",2
"33857","you scroll","down",2
"33873","a week","we",2
"33925","and operated","by",2
"33928","is owned","and",2
"33940","and the","community",2
"33963","a more","traditional",2
"33974","that i","spent",2
"33991","singer in","a",2
"33992","song that","was",2
"33998","really feel","the",2
"34014","them until","they",2
"34017","until they","come",2
"34020","be obvious","to",2
"34022","my previous","posts",2
"34042","when someone","comes",2
"34049","have problems","with",2
"34051","i have","problems",2
"34059","and keep","my",2
"34066","try and","keep",2
"34133","to be","named",2
"34143","in hiking","boots",2
"34153","to the","swamp",2
"34155","a problem","if",2
"34187","hard for","her",2
"34195","she has","many",2
"34196","started and","she",2
"34200","and carrying","a",2
"34203","enough for","my",2
"34222","never ever","do",2
"34241","years before","they",2
"34285","try again","tomorrow",2
"34303","is wrong","that",2
"34308","way he","did",2
"34309","wrong that","the",2
"34323","same way","and",2
"34332","eggs and","i",2
"34338","the chickens","were",2
"34353","well last","week",2
"34368","were eating","the",2
"34385","of the","hammer",2
"34418","work on","are",2
"34421","and a","dog",2
"34443","when we","read",2
"34452","on that","because",2
"34472","follow in","his",2
"34512","and that","pain",2
"34515","home and","that",2
"34516","is replaced","with",2
"34527","getting on","a",2
"34549","to explain","how",2
"34576","pissed off","that",2
"34583","in many","many",2
"34587","many times","in",2
"34597","her feet","and",2
"34601","red in","the",2
"34604","you see","little",2
"34607","at the","guy",2
"34609","just stare","at",2
"34625","or need","to",2
"34629","want or","need",2
"34645","right for","them",2
"34652","for about","hours",2
"34661","the year","he",2
"34666","engaging in","the",2
"34680","that one","year",2
"34691","was hilarious","and",2
"34692","was very","interesting",2
"34704","the month","to",2
"34726","in it","at",2
"34740","the year","when",2
"34745","first game","of",2
"34750","round series","against",2
"34760","decided to","forget",2
"34780","are together","but",2
"34786","issues with","his",2
"34790","together but","he",2
"34812","the traditional","way",2
"34815","way with","a",2
"34821","couldnt take","the",2
"34833","it wasnt","meant",2
"34837","together but","it",2
"34838","wasnt meant","to",2
"34855","that and","whatever",2
"34867","the machines","and",2
"34880","the woman","to",2
"34890","few episodes","later",2
"34891","he was","back",2
"34895","with a","gun",2
"34903","reading can","be",2
"34920","in ancient","rome",2
"34938","me by","my",2
"34943","up with","ideas",2
"34956","used to","take",2
"34960","filled it","with",2
"34971","burn up","in",2
"34972","little piece","of",2
"34976","think a","little",2
"34992","you might","come",2
"35001","mind if","you",2
"35006","i want","in",2
"35011","it the","most",2
"35016","thing to","me",2
"35019","destroy my","life",2
"35029","they arent","something",2
"35092","energy to","a",2
"35104","is done","in",2
"35140","funny that","i",2
"35144","knew more","about",2
"35163","and sometimes","i",2
"35164","apply to","my",2
"35171","sometimes i","wish",2
"35180","the team","has",2
"35194","to ghiradelli","square",2
"35208","way we","pswearjared",2
"35222","but they","seemed",2
"35272","my time","is",2
"35275","that my","time",2
"35278","totally fine","with",2
"35281","going to","just",2
"35288","the same","sentence",2
"35293","challenge was","to",2
"35298","sort through","the",2
"35309","out to","other",2
"35317","feel for","what",2
"35345","of my","progress",2
"35353","and i","read",2
"35373","eye on","mr",2
"35378","leave him","in",2
"35384","to leave","him",2
"35398","be put","on",2
"35412","him from","a",2
"35421","have liked","but",2
"35457","we have","stayed",2
"35459","as i","ate",2
"35460","each morning","as",2
"35464","ill miss","the",2
"35493","be a","christian",2
"35508","character in","his",2
"35512","in his","actions",2
"35521","be at","peace",2
"35528","they stand","for",2
"35531","what they","stand",2
"35543","will ever","know",2
"35546","but we","both",2
"35550","opposite sides","of",2
"35569","big thing","here",2
"35590","so i","learned",2
"35610","everyone knows","that",2
"35628","food can","be",2
"35644","rules the","world",2
"35645","that rules","the",2
"35656","not written","in",2
"35659","you get","for",2
"35676","their stories","are",2
"35687","place to","look",2
"35688","a child","at",2
"35689","a conscious","decision",2
"35691","decision to","have",2
"35693","just made","a",2
"35694","made a","conscious",2
"35695","maybe she","just",2
"35708","too much","or",2
"35712","for our","country",2
"35730","who believes","that",2
"35733","and im","an",2
"35745","ive been","quite",2
"35748","quite taken","with",2
"35775","in the","neighbouring",2
"35781","perhaps he","has",2
"35787","has a","box",2
"35803","is the","growing",2
"35810","are wondering","if",2
"35819","skip this","one",2
"35833","it got","dark",2
"35846","of my","drink",2
"35849","after graduate","school",2
"35862","the caribbean","and",2
"35871","life of","an",2
"35899","when there","are",2
"35911","them you","think",2
"35920","know so","that",2
"35926","things you","need",2
"35938","then proceeds","to",2
"35943","have water","in",2
"35948","my nose","and",2
"35951","up my","nose",2
"35953","water is","not",2
"35954","and look","up",2
"35980","generous with","their",2
"35983","of which","ive",2
"35998","many times","during",2
"36011","get back","up",2
"36013","something was","different",2
"36018","he stepped","out",2
"36019","his sack","and",2
"36024","the start","line",2
"36031","got back","into",2
"36036","started down","the",2
"36040","back every","time",2
"36051","and i","needed",2
"36071","so off","my",2
"36085","about this","is",2
"36092","is the","card",2
"36102","i finally","feel",2
"36106","really but","i",2
"36110","a nonprofit","organization",2
"36144","to many","different",2
"36152","is to","use",2
"36183","remember me","for",2
"36190","for the","difference",2
"36209","be like","to",2
"36210","have him","in",2
"36224","imagine things","to",2
"36229","to imagine","things",2
"36247","to take","all",2
"36258","once and","the",2
"36265","now that","he",2
"36268","that so","that",2
"36297","them around","in",2
"36300","about the","others",2
"36324","people are","afraid",2
"36325","really funny","and",2
"36338","is all","around",2
"36348","because of","how",2
"36368","in the","roof",2
"36380","her head","was",2
"36404","a dream","because",2
"36411","she spoke","to",2
"36414","when she","spoke",2
"36426","and even","when",2
"36428","handed me","my",2
"36443","dont worry","im",2
"36459","couple days","ago",2
"36473","living off","of",2
"36490","yesterday morning","to",2
"36491","an excellent","place",2
"36494","excellent place","to",2
"36495","its an","excellent",2
"36504","to observe","the",2
"36523","a backdrop","for",2
"36549","our product","will",2
"36550","product will","be",2
"36552","acceptance of","the",2
"36559","of the","product",2
"36580","it will","therefore",2
"36581","lot of","television",2
"36585","television and","it",2
"36588","watch a","lot",2
"36589","will therefore","be",2
"36590","a relationship","between",2
"36604","this creates","a",2
"36612","is the","language",2
"36620","be simple","and",2
"36629","to be","simple",2
"36634","a new","name",2
"36645","search of","a",2
"36666","barack obama","and",2
"36677","to have","very",2
"36681","explained how","he",2
"36685","he explained","how",2
"36689","of the","faces",2
"36690","the faces","and",2
"36695","from his","very",2
"36708","in other","posts",2
"36709","ive already","told",2
"36710","on in","other",2
"36713","the story","from",2
"36725","we should","make",2
"36726","do come","to",2
"36732","other friends","and",2
"36766","be a","total",2
"36783","our possessions","and",2
"36785","satisfaction of","our",2
"36786","the satisfaction","of",2
"36793","nature rather","than",2
"36802","us to","think",2
"36825","i gathered","my",2
"36843","she just","smiled",2
"36850","i really","started",2
"36875","it would","open",2
"36880","would open","up",2
"36912","a very","strange",2
"36913","died in","a",2
"36944","he told","them",2
"36949","them it","was",2
"36951","told them","it",2
"36966","and turns","of",2
"36976","the twists","and",2
"36984","can see","our",2
"37001","not having","enough",2
"37035","united states","for",2
"37036","already been","done",2
"37043","elsewhere in","the",2
"37094","to when","the",2
"37102","likes to","throw",2
"37110","along with","many",2
"37118","many others","in",2
"37154","bring in","more",2
"37201","hand in","it",2
"37205","in it","until",2
"37207","it until","it",2
"37208","once the","fire",2
"37244","in your","post",2
"37245","not a","doctor",2
"37248","somewhere in","your",2
"37249","state that","your",2
"37272","ill do","it",2
"37292","care if","its",2
"37318","economics and","the",2
"37342","to share","and",2
"37388","a clean","and",2
"37418","whether you","like",2
"37419","will come","along",2
"37428","helps to","get",2
"37440","as possible","so",2
"37442","can get","back",2
"37444","on track","and",2
"37454","after i","graduated",2
"37456","fell into","the",2
"37461","i fell","into",2
"37468","the summer","after",2
"37471","concerned that","this",2
"37494","everybody else","is",2
"37497","is off","to",2
"37538","gives me","an",2
"37540","i like","how",2
"37568","with loud","music",2
"37580","but be","swearjarured",2
"37591","all the","aspects",2
"37612","much easier","than",2
"37640","to a","move",2
"37650","fan i","have",2
"37660","could tell","it",2
"37680","occasionally and","the",2
"37698","which i","know",2
"37704","its really","painful",2
"37711","a toss","up",2
"37715","its a","toss",2
"37717","now its","a",2
"37719","right now","its",2
"37745","of wine","i",2
"37794","bearing on","the",2
"37828","by a","government",2
"37848","he is","forced",2
"37865","displays in","the",2
"37869","makes the","character",2
"37892","with a","severe",2
"37904","walk a","lot",2
"37910","if you","listen",2
"37912","listen to","me",2
"37914","out to","purchase",2
"37917","to purchase","your",2
"37944","just having","a",2
"37968","can recognize","the",2
"37974","recognize the","value",2
"37980","value of","the",2
"37991","will start","with",2
"37994","a severe","thunderstorm",2
"38009","described in","the",2
"38025","be aware","and",2
"38080","seem to","die",2
"38092","that haunts","the",2
"38094","when she","finds",2
"38100","in the","radio",2
"38103","of future","events",2
"38144","be the","thing",2
"38148","once more","the",2
"38162","the one","he",2
"38166","wrote when","he",2
"38185","off limits","to",2
"38187","the court","was",2
"38191","was off","limits",2
"38202","on saturday","i",2
"38215","i can","sell",2
"38232","being taken","away",2
"38253","i always","buy",2
"38296","to accomplish","the",2
"38304","what the","answer",2
"38312","of social","movements",2
"38328","because i","kind",2
"38351","you havent","got",2
"38357","same thing","on",2
"38370","hate when","it",2
"38372","it doesnt","come",2
"38376","and description","of",2
"38385","this book","were",2
"38389","any way","to",2
"38409","murder of","the",2
"38446","up as","some",2
"38459","with the","translation",2
"38461","and the","the",2
"38490","fear of","death",2
"38498","faced with","this",2
"38499","final stage","of",2
"38513","be asking","yourself",2
"38531","it may","surprise",2
"38532","may surprise","you",2
"38547","my post","about",2
"38553","to my","post",2
"38555","youll get","the",2
"38556","a beautiful","woman",2
"38564","red hair","and",2
"38591","movies that","made",2
"38594","the chitlin","circuit",2
"38643","all about","how",2
"38649","know if","the",2
"38654","we teach","in",2
"38668","that are","being",2
"38672","a news","feature",2
"38675","feature is","the",2
"38676","is the","opportunity",2
"38682","to present","the",2
"38691","of making","all",2
"38703","that every","day",2
"38706","able to","hop",2
"38707","and being","able",2
"38708","because your","body",2
"38710","body is","working",2
"38717","waking up","and",2
"38741","the evenings","and",2
"38743","are the","moments",2
"38759","moments that","make",2
"38793","son and","a",2
"38804","to getting","my",2
"38823","have some","sort",2
"38826","point during","the",2
"38837","just one","quarter",2
"38840","one quarter","of",2
"38858","about being","the",2
"38885","design with","the",2
"38907","it fair","to",2
"38912","to our","daily",2
"38921","variations on","the",2
"38928","i chose","an",2
"38929","in my","journal",2
"38979","says he","doesnt",2
"38984","and stability","of",2
"39034","and wonderful","life",2
"39038","folds of","the",2
"39041","life filled","with",2
"39045","the folds","of",2
"39055","keeps me","going",2
"39057","me going","and",2
"39063","almost a","month",2
"39065","in almost","a",2
"39067","time in","almost",2
"39082","reminder of","how",2
"39086","a critique","of",2
"39115","this one","seems",2
"39130","how much","did",2
"39138","are back","in",2
"39150","the boys","are",2
"39159","diamond in","the",2
"39166","was a","hard",2
"39173","his parents","have",2
"39194","actually a","good",2
"39243","course i","would",2
"39266","and has","some",2
"39288","when we","eat",2
"39298","him was","a",2
"39304","we gave","him",2
"39313","own baby","food",2
"39348","and gives","the",2
"39365","never say","about",2
"39366","one thing","you",2
"39371","thing you","could",2
"39381","people to","remain",2
"39385","work and","not",2
"39386","and watch","me",2
"39391","she had","decided",2
"39398","and helped","to",2
"39417","spent time","with",2
"39419","time with","family",2
"39421","we danced","the",2
"39423","an awesome","experience",2
"39427","just an","awesome",2
"39441","is as","if",2
"39487","her eyes","for",2
"39495","shows us","the",2
"39504","along with","her",2
"39510","the words","i",2
"39511","we believe","the",2
"39517","angry i","am",2
"39535","on me","in",2
"39536","that he","thought",2
"39542","he has","sent",2
"39561","and hes","an",2
"39566","him and","hes",2
"39569","off because","i",2
"39578","i did","tell",2
"39579","in and","its",2
"39582","oh wait","i",2
"39592","or is","that",2
"39594","that comes","up",2
"39612","grain in","most",2
"39654","being protected","by",2
"39663","the only","exception",2
"39665","a a","lot",2
"39674","and crawling","the",2
"39675","as paintball","involves",2
"39677","diving and","crawling",2
"39678","involves lots","of",2
"39679","lots of","running",2
"39680","of running","diving",2
"39681","paintball involves","lots",2
"39682","running diving","and",2
"39683","absolutely no","sense",2
"39706","make sure","everyone",2
"39743","a trial","run",2
"39744","for a","trial",2
"39750","run this","morning",2
"39751","this morning","while",2
"39764","nervous about","how",2
"39767","too many","days",2
"39775","out and","my",2
"39789","was definitely","a",2
"39792","into the","run",2
"39795","miles to","get",2
"39813","determine my","current",2
"39825","was difficult","but",2
"39827","a game","a",2
"39834","not a","game",2
"39838","something that","should",2
"39848","order to","maintain",2
"39852","and believe","that",2
"39873","what you","dont",2
"39881","fact that","in",2
"39904","in the","collections",2
"39908","the collections","of",2
"39910","about the","kids",2
"39929","the music","was",2
"39945","with a","view",2
"39950","had planned","but",2
"39954","matter to","me",2
"39955","not matter","to",2
"39956","not really","knowing",2
"39958","really knowing","what",2
"39963","what the","girls",2
"39965","and they","wanted",2
"39970","they went","on",2
"39974","admit i","have",2
"40011","ryan and","i",2
"40029","around the","edges",2
"40033","that a","four",2
"40059","then a","steep",2
"40094","into the","walls",2
"40110","our children","eat",2
"40114","to the","foods",2
"40129","a time","this",2
"40132","huge numbers","of",2
"40145","mention to","the",2
"40158","just like","to",2
"40164","that they","just",2
"40166","to copy","other",2
"40207","festival de","jazz",2
"40218","his work","is",2
"40232","live in","now",2
"40233","not the","world",2
"40234","now lived","in",2
"40245","argument for","why",2
"40246","for why","he",2
"40250","his guts","out",2
"40269","it to","work",2
"40279","did you","see",2
"40295","is important","that",2
"40305","is possible","for",2
"40309","of someone","else",2
"40316","am sure","it",2
"40336","comes to","things",2
"40342","to things","like",2
"40345","ago i","saw",2
"40350","i saw","on",2
"40360","of the","scifi",2
"40362","scifi shows","you",2
"40364","the scifi","shows",2
"40382","did not","but",2
"40405","stop it","from",2
"40417","that were","around",2
"40428","had two","kids",2
"40431","kids by","a",2
"40436","about them","is",2
"40449","but the","thought",2
"40457","thought of","being",2
"40461","caused the","most",2
"40464","funny that","the",2
"40507","facts of","life",2
"40517","was still","sitting",2
"40521","away from","it",2
"40522","could smell","the",2
"40524","feet away","from",2
"40526","got her","out",2
"40547","of course","theres",2
"40564","soap opera","that",2
"40570","after work","with",2
"40578","plays a","huge",2
"40599","young children","and",2
"40647","an arm","and",2
"40649","arm and","a",2
"40650","cost an","arm",2
"40684","with a","japanese",2
"40703","that broke","my",2
"40705","to provide","and",2
"40711","even worse","is",2
"40712","his will","i",2
"40714","is that","after",2
"40716","that after","i",2
"40719","was even","worse",2
"40721","what was","even",2
"40735","a full","blown",2
"40736","be a","full",2
"40746","then that","it",2
"40757","of the","golden",2
"40776","tried desperately","to",2
"40793","although most","of",2
"40801","spent in","the",2
"40805","was spent","in",2
"40807","a huge","place",2
"40808","and loads","of",2
"40813","its a","huge",2
"40819","ralph lauren","and",2
"40824","found a","pair",2
"40830","were not","available",2
"40843","but by","then",2
"40846","for almost","hours",2
"40847","found the","perfect",2
"40851","pair in","the",2
"40854","the end","but",2
"40856","and jealous","of",2
"40863","part of","human",2
"40866","and goals","in",2
"40878","we draw","our",2
"40879","admiration and","inspiration",2
"40896","so we","make",2
"40942","happy for","a",2
"40945","nevertheless there","are",2
"40956","for all","you",2
"40957","have done","in",2
"40958","in standing","behind",2
"40982","let the","comment",2
"40989","and i","must",2
"41003","although i","cant",2
"41005","can at","least",2
"41009","decide to","give",2
"41054","you for","making",2
"41055","are many","ways",2
"41068","we wish","to",2
"41070","at the","moon",2
"41074","light through","the",2
"41078","the moon","is",2
"41081","amount of","light",2
"41097","of any","size",2
"41108","hand over","the",2
"41116","your right","hand",2
"41138","hold your","hands",2
"41159","also choose","to",2
"41165","may also","choose",2
"41166","that you","make",2
"41169","with white","flowers",2
"41176","before so","i",2
"41197","of the","fountainhead",2
"41202","into the","murky",2
"41219","has had","three",2
"41225","started back","into",2
"41240","physically and","emotionally",2
"41246","in physical","therapy",2
"41248","of her","back",2
"41249","on strengthening","of",2
"41252","strengthening of","her",2
"41256","also working","on",2
"41263","knees and","ankles",2
"41296","went for","my",2
"41303","great and","that",2
"41319","opened at","am",2
"41325","much that","we",2
"41338","time with","us",2
"41340","i should","say",2
"41344","should say","that",2
"41354","good friends","over",2
"41355","had some","good",2
"41356","in the","nice",2
"41366","created a","powerful",2
"41374","they created","a",2
"41375","totally out","of",2
"41378","allow for","a",2
"41394","leave this","place",2
"41401","to leave","this",2
"41409","only a","short",2
"41413","we will","no",2
"41425","the illustrations","for",2
"41438","quiet in","the",2
"41446","and his","name",2
"41454","people should","be",2
"41469","of his","being",2
"41492","more than","usual",2
"41510","thats hard","to",2
"41514","forward like","a",2
"41520","not be","denied",2
"41528","as in","life",2
"41540","easy to","follow",2
"41589","time looking","for",2
"41601","not know","the",2
"41613","my favourite","parts",2
"41614","parts and","the",2
"41636","view of","a",2
"41639","applies to","the",2
"41645","the uk","is",2
"41662","this one","isnt",2
"41663","along with","their",2
"41671","rapidly down","the",2
"41674","the memories","of",2
"41702","to take","breaks",2
"41710","reach your","goal",2
"41712","then when","you",2
"41713","time to","appreciate",2
"41717","you take","your",2
"41720","an illusion","that",2
"41722","cannot see","beyond",2
"41736","of the","hat",2
"41757","of bringing","about",2
"41761","at the","calendar",2
"41783","that change","is",2
"41791","the weekend","was",2
"41832","doing everything","in",2
"41836","is doing","everything",2
"41850","the house","today",2
"41851","to start","decorating",2
"41861","lack of","interest",2
"41874","how is","that",2
"41888","in the","stone",2
"41889","its almost","as",2
"41902","just like","there",2
"41930","them and","not",2
"41933","because thats","not",2
"41944","anything else","in",2
"41970","here and","that",2
"41973","its already","here",2
"41974","itself to","you",2
"41978","to you","yet",2
"41979","you feel","as",2
"42006","all these","questions",2
"42013","how you","are",2
"42016","to all","these",2
"42028","know will","be",2
"42035","the results","you",2
"42037","to getting","the",2
"42040","you so","many",2
"42048","is taking","its",2
"42061","had put","it",2
"42066","put it","off",2
"42069","and basic","grey",2
"42077","my zutter","distrezzitall",2
"42084","with my","zutter",2
"42114","flowers are","from",2
"42115","from martha","stewart",2
"42126","from my","stash",2
"42137","approach to","life",2
"42156","served with","the",2
"42160","with the","flavor",2
"42169","that still","makes",2
"42184","to keep","working",2
"42192","of the","raw",2
"42197","the raw","material",2
"42214","cannot afford","to",2
"42227","the pentagon","and",2
"42228","the state","department",2
"42254","groups are","also",2
"42276","turn out","a",2
"42281","here and","pretend",2
"42282","im gonna","go",2
"42301","to but","because",2
"42308","easy to","go",2
"42309","feel happy","with",2
"42310","go on","any",2
"42321","feel the","music",2
"42322","in its","simplest",2
"42343","only go","for",2
"42349","book in","my",2
"42370","agree but","i",2
"42377","still find","it",2
"42389","paid for","a",2
"42391","i would","normally",2
"42397","stuff i","would",2
"42410","time ever","i",2
"42413","called me","back",2
"42442","winner of","a",2
"42451","what if","she",2
"42463","the infiltration","of",2
"42470","lose some","weight",2
"42496","is as","well",2
"42504","arms up","in",2
"42515","up in","front",2
"42521","giving us","a",2
"42542","the dudes","in",2
"42553","is a","chance",2
"42558","to want","is",2
"42577","a movie","or",2
"42593","meant something","to",2
"42603","i was","heading",2
"42622","really was","a",2
"42630","of any","character",2
"42651","god at","work",2
"42652","i confess","that",2
"42655","of god","at",2
"42664","i missed","that",2
"42701","took a","picture",2
"42715","for a","game",2
"42735","about faith","and",2
"42805","of the","exercise",2
"42813","ward off","the",2
"42815","doesnt mean","youre",2
"42820","mean youre","not",2
"42822","not a","part",2
"42827","you watch","it",2
"42830","alfred hitchcock","and",2
"42844","but this","film",2
"42868","applies not","just",2
"42886","on which","we",2
"42887","right now","what",2
"42898","know the","old",2
"42906","would be","illegal",2
"42907","and in","any",2
"42931","the same","paragraph",2
"42963","and they","couldnt",2
"42975","and we","managed",2
"42981","managed to","capture",2
"42988","allowed to","take",2
"43005","her own","body",2
"43017","ourselves of","the",2
"43018","resides in","the",2
"43019","rid ourselves","of",2
"43023","the thinking","that",2
"43054","how i","must",2
"43059","out and","be",2
"43062","the lord","began",2
"43065","was how","i",2
"43105","live with","you",2
"43109","the youngest","one",2
"43110","this was","followed",2
"43117","am used","to",2
"43123","even more","interesting",2
"43124","few nights","later",2
"43125","got even","more",2
"43126","i am","used",2
"43138","just seemed","to",2
"43155","change the","fact",2
"43160","that doesnt","change",2
"43162","yes we","were",2
"43165","boys who","were",2
"43181","in the","former",2
"43182","invited to","birthday",2
"43184","of girls","in",2
"43188","the latter","group",2
"43190","to birthday","parties",2
"43191","to the","latter",2
"43193","but the","kids",2
"43214","point that","i",2
"43223","my happiness","was",2
"43271","until pm","so",2
"43276","god will","do",2
"43284","this a","bit",2
"43286","will do","a",2
"43289","a season","for",2
"43293","is a","season",2
"43297","though which","is",2
"43298","what i","keep",2
"43302","closer to","him",2
"43305","draw us","closer",2
"43312","the lord","uses",2
"43314","us closer","to",2
"43321","on the","ledge",2
"43335","the ice","cubes",2
"43345","maybe a","half",2
"43346","not manage","to",2
"43349","the waters","surface",2
"43358","really you","dont",2
"43369","rain for","the",2
"43409","suffice it","to",2
"43413","a baby","is",2
"43418","if the","family",2
"43421","me that","when",2
"43424","that when","a",2
"43425","the family","is",2
"43465","that were","cut",2
"43508","encouraged to","use",2
"43509","however we","were",2
"43545","ask for","help",2
"43550","he sent","men",2
"43559","very much","and",2
"43581","killed by","the",2
"43584","people are","being",2
"43587","and then","answers",2
"43604","he is","wearing",2
"43626","a land","where",2
"43661","in the","arctic",2
"43691","every year","there",2
"43692","for the","animals",2
"43693","had pswearjared","the",2
"43699","who had","pswearjared",2
"43700","year there","were",2
"43702","and dropped","them",2
"43703","beginning of","each",2
"43729","and loss","in",2
"43785","to reach","more",2
"43791","know that","those",2
"43796","supposed to","make",2
"43805","intention is","to",2
"43817","when theyre","not",2
"43825","have a","team",2
"43827","make them","look",2
"43845","so often","it",2
"43867","after all","thats",2
"43868","all thats","what",2
"43894","references to","the",2
"43920","loss to","gibbs",2
"43924","to gibbs","aau",2
"43932","status as","the",2
"43955","market for","a",2
"44003","ask for","the",2
"44008","still go","to",2
"44018","let anyone","in",2
"44021","no matter","the",2
"44027","the money","you",2
"44040","where else","in",2
"44043","you see","so",2
"44062","is really","hard",2
"44077","working hour","shifts",2
"44085","way it","had",2
"44090","im at","work",2
"44093","that work","on",2
"44099","be caught","up",2
"44114","down and","start",2
"44117","he sees","it",2
"44118","if he","sees",2
"44125","trying to","pull",2
"44132","pretty sure","he",2
"44148","it though","it",2
"44163","most times","i",2
"44165","times i","will",2
"44186","not something","you",2
"44191","you look","forward",2
"44208","best copies","of",2
"44212","or best","copies",2
"44213","originals or","best",2
"44249","had been","set",2
"44250","i do","wish",2
"44253","presented as","a",2
"44261","her mother","my",2
"44269","that belonged","to",2
"44271","to her","mother",2
"44279","from until","his",2
"44280","his death","in",2
"44281","in at","age",2
"44299","to accommodate","his",2
"44316","body was","still",2
"44325","as defined","by",2
"44348","and on","behalf",2
"44349","behalf and","on",2
"44369","this is","some",2
"44375","not much","more",2
"44404","people going","to",2
"44406","to let","these",2
"44444","to be","still",2
"44446","to know","god",2
"44451","the perfect","opportunity",2
"44456","cried on","the",2
"44458","i cried","on",2
"44470","i fought","the",2
"44476","the train","and",2
"44483","friday when","i",2
"44525","we always","do",2
"44531","is a","doozy",2
"44560","no chance","to",2
"44588","in size","so",2
"44598","and looking","forward",2
"44607","very excited","and",2
"44615","her body","and",2
"44617","to the","ceiling",2
"44628","the god","child",2
"44648","balance in","the",2
"44653","is the","god",2
"44661","to restore","order",2
"44682","internet and","even",2
"44696","have the","capacity",2
"44700","the capacity","to",2
"44717","who had","helped",2
"44732","asked him","how",2
"44733","conversation with","him",2
"44737","how you","would",2
"44739","remember a","conversation",2
"44745","although i","didnt",2
"44748","at first","this",2
"44769","all the","ages",2
"44771","i posted","my",2
"44825","the books","they",2
"44832","it worth","it",2
"44833","make it","worth",2
"44836","to give","yourself",2
"44896","so strong","and",2
"44899","the reason","that",2
"44900","their faith","is",2
"44905","can make","me",2
"44908","make me","believe",2
"44925","most people","call",2
"44932","has to","agree",2
"44937","name of","god",2
"44942","then it","has",2
"44944","am not","ready",2
"44963","going from","the",2
"44994","decade or","so",2
"45001","that started","a",2
"45004","a minute","in",2
"45007","for the","match",2
"45008","good sign","for",2
"45033","fight their","way",2
